File name: 1064_1.txt, Given class: neg, Original Class: neg

File name: 3852_4.txt, Given class: neg, Original Class: neg

File name: 9585_2.txt, Given class: neg, Original Class: neg

File name: 3690_1.txt, Given class: pos, Original Class: neg

File name: 3631_1.txt, Given class: neg, Original Class: neg

File name: 1459_4.txt, Given class: neg, Original Class: neg

File name: 2877_2.txt, Given class: pos, Original Class: neg

File name: 7590_1.txt, Given class: neg, Original Class: neg

File name: 8109_1.txt, Given class: neg, Original Class: neg

File name: 8085_1.txt, Given class: neg, Original Class: neg

File name: 11503_1.txt, Given class: neg, Original Class: neg

File name: 11759_4.txt, Given class: neg, Original Class: neg

File name: 3429_4.txt, Given class: neg, Original Class: neg

File name: 3041_3.txt, Given class: neg, Original Class: neg

File name: 7888_4.txt, Given class: pos, Original Class: neg

File name: 5156_4.txt, Given class: neg, Original Class: neg

File name: 5589_1.txt, Given class: neg, Original Class: neg

File name: 11327_3.txt, Given class: neg, Original Class: neg

File name: 12468_1.txt, Given class: neg, Original Class: neg

File name: 1627_1.txt, Given class: neg, Original Class: neg

File name: 11925_2.txt, Given class: neg, Original Class: neg

File name: 11504_1.txt, Given class: neg, Original Class: neg

File name: 1546_1.txt, Given class: neg, Original Class: neg

File name: 7550_1.txt, Given class: neg, Original Class: neg

File name: 4308_1.txt, Given class: neg, Original Class: neg

File name: 648_3.txt, Given class: neg, Original Class: neg

File name: 5958_1.txt, Given class: neg, Original Class: neg

File name: 1944_4.txt, Given class: neg, Original Class: neg

File name: 7383_1.txt, Given class: neg, Original Class: neg

File name: 1791_1.txt, Given class: neg, Original Class: neg

File name: 5684_1.txt, Given class: neg, Original Class: neg

File name: 2058_2.txt, Given class: neg, Original Class: neg

File name: 11884_2.txt, Given class: neg, Original Class: neg

File name: 9310_1.txt, Given class: neg, Original Class: neg

File name: 8724_1.txt, Given class: neg, Original Class: neg

File name: 8580_1.txt, Given class: pos, Original Class: neg

File name: 2252_1.txt, Given class: neg, Original Class: neg

File name: 3235_1.txt, Given class: neg, Original Class: neg

File name: 11864_2.txt, Given class: neg, Original Class: neg

File name: 9164_4.txt, Given class: neg, Original Class: neg

File name: 1306_1.txt, Given class: neg, Original Class: neg

File name: 4970_3.txt, Given class: neg, Original Class: neg

File name: 5360_3.txt, Given class: neg, Original Class: neg

File name: 1128_1.txt, Given class: neg, Original Class: neg

File name: 4484_1.txt, Given class: neg, Original Class: neg

File name: 1538_2.txt, Given class: neg, Original Class: neg

File name: 10219_4.txt, Given class: neg, Original Class: neg

File name: 137_3.txt, Given class: neg, Original Class: neg

File name: 3678_1.txt, Given class: neg, Original Class: neg

File name: 11113_1.txt, Given class: neg, Original Class: neg

File name: 2745_4.txt, Given class: neg, Original Class: neg

File name: 11039_1.txt, Given class: neg, Original Class: neg

File name: 11961_2.txt, Given class: neg, Original Class: neg

File name: 9252_3.txt, Given class: pos, Original Class: neg

File name: 9556_1.txt, Given class: neg, Original Class: neg

File name: 4615_4.txt, Given class: neg, Original Class: neg

File name: 8948_1.txt, Given class: neg, Original Class: neg

File name: 8497_1.txt, Given class: neg, Original Class: neg

File name: 10929_4.txt, Given class: pos, Original Class: neg

File name: 4315_2.txt, Given class: neg, Original Class: neg

File name: 9000_2.txt, Given class: neg, Original Class: neg

File name: 10034_1.txt, Given class: neg, Original Class: neg

File name: 2786_2.txt, Given class: neg, Original Class: neg

File name: 10524_2.txt, Given class: neg, Original Class: neg

File name: 10910_2.txt, Given class: neg, Original Class: neg

File name: 5088_1.txt, Given class: neg, Original Class: neg

File name: 2535_3.txt, Given class: neg, Original Class: neg

File name: 5399_1.txt, Given class: neg, Original Class: neg

File name: 9401_1.txt, Given class: neg, Original Class: neg

File name: 10836_1.txt, Given class: neg, Original Class: neg

File name: 2439_1.txt, Given class: neg, Original Class: neg

File name: 3824_3.txt, Given class: neg, Original Class: neg

File name: 2004_1.txt, Given class: neg, Original Class: neg

File name: 11250_2.txt, Given class: neg, Original Class: neg

File name: 11857_1.txt, Given class: neg, Original Class: neg

File name: 4107_1.txt, Given class: neg, Original Class: neg

File name: 11716_2.txt, Given class: pos, Original Class: neg

File name: 11597_1.txt, Given class: neg, Original Class: neg

File name: 4380_3.txt, Given class: neg, Original Class: neg

File name: 864_2.txt, Given class: neg, Original Class: neg

File name: 16_1.txt, Given class: neg, Original Class: neg

File name: 3329_4.txt, Given class: neg, Original Class: neg

File name: 1087_2.txt, Given class: neg, Original Class: neg

File name: 4261_1.txt, Given class: neg, Original Class: neg

File name: 10848_1.txt, Given class: neg, Original Class: neg

File name: 3973_1.txt, Given class: neg, Original Class: neg

File name: 852_4.txt, Given class: neg, Original Class: neg

File name: 803_3.txt, Given class: neg, Original Class: neg

File name: 10007_4.txt, Given class: neg, Original Class: neg

File name: 2844_2.txt, Given class: neg, Original Class: neg

File name: 6297_4.txt, Given class: neg, Original Class: neg

File name: 138_1.txt, Given class: neg, Original Class: neg

File name: 9522_1.txt, Given class: neg, Original Class: neg

File name: 4856_4.txt, Given class: pos, Original Class: neg

File name: 1781_1.txt, Given class: neg, Original Class: neg

File name: 2649_2.txt, Given class: neg, Original Class: neg

File name: 2477_2.txt, Given class: pos, Original Class: neg

File name: 11493_2.txt, Given class: neg, Original Class: neg

File name: 8038_2.txt, Given class: pos, Original Class: neg

File name: 915_4.txt, Given class: neg, Original Class: neg

File name: 12261_4.txt, Given class: neg, Original Class: neg

File name: 7416_3.txt, Given class: neg, Original Class: neg

File name: 4840_1.txt, Given class: neg, Original Class: neg

File name: 6178_4.txt, Given class: neg, Original Class: neg

File name: 12287_3.txt, Given class: neg, Original Class: neg

File name: 9022_2.txt, Given class: neg, Original Class: neg

File name: 10937_1.txt, Given class: neg, Original Class: neg

File name: 757_1.txt, Given class: neg, Original Class: neg

File name: 5743_2.txt, Given class: neg, Original Class: neg

File name: 5612_4.txt, Given class: neg, Original Class: neg

File name: 5204_1.txt, Given class: neg, Original Class: neg

File name: 6102_1.txt, Given class: neg, Original Class: neg

File name: 7137_3.txt, Given class: neg, Original Class: neg

File name: 9119_1.txt, Given class: neg, Original Class: neg

File name: 4324_4.txt, Given class: neg, Original Class: neg

File name: 7177_4.txt, Given class: pos, Original Class: neg

File name: 2334_3.txt, Given class: neg, Original Class: neg

File name: 10833_1.txt, Given class: neg, Original Class: neg

File name: 6505_2.txt, Given class: neg, Original Class: neg

File name: 11266_2.txt, Given class: neg, Original Class: neg

File name: 1696_3.txt, Given class: neg, Original Class: neg

File name: 10247_1.txt, Given class: neg, Original Class: neg

File name: 3154_2.txt, Given class: neg, Original Class: neg

File name: 10651_3.txt, Given class: neg, Original Class: neg

File name: 12025_1.txt, Given class: neg, Original Class: neg

File name: 8015_2.txt, Given class: neg, Original Class: neg

File name: 10585_3.txt, Given class: neg, Original Class: neg

File name: 8805_2.txt, Given class: neg, Original Class: neg

File name: 6193_1.txt, Given class: neg, Original Class: neg

File name: 4010_2.txt, Given class: neg, Original Class: neg

File name: 5571_1.txt, Given class: neg, Original Class: neg

File name: 2314_1.txt, Given class: neg, Original Class: neg

File name: 3882_3.txt, Given class: neg, Original Class: neg

File name: 4551_1.txt, Given class: neg, Original Class: neg

File name: 7541_3.txt, Given class: neg, Original Class: neg

File name: 7367_2.txt, Given class: neg, Original Class: neg

File name: 10692_4.txt, Given class: neg, Original Class: neg

File name: 10665_1.txt, Given class: neg, Original Class: neg

File name: 10817_4.txt, Given class: neg, Original Class: neg

File name: 6412_1.txt, Given class: neg, Original Class: neg

File name: 9754_4.txt, Given class: neg, Original Class: neg

File name: 10572_1.txt, Given class: neg, Original Class: neg

File name: 10966_2.txt, Given class: neg, Original Class: neg

File name: 7089_3.txt, Given class: pos, Original Class: neg

File name: 2525_4.txt, Given class: neg, Original Class: neg

File name: 5230_4.txt, Given class: neg, Original Class: neg

File name: 12160_1.txt, Given class: neg, Original Class: neg

File name: 5621_1.txt, Given class: neg, Original Class: neg

File name: 11903_3.txt, Given class: neg, Original Class: neg

File name: 8628_4.txt, Given class: neg, Original Class: neg

File name: 6015_1.txt, Given class: neg, Original Class: neg

File name: 5570_2.txt, Given class: neg, Original Class: neg

File name: 1413_3.txt, Given class: neg, Original Class: neg

File name: 7227_4.txt, Given class: pos, Original Class: neg

File name: 8980_3.txt, Given class: neg, Original Class: neg

File name: 2102_3.txt, Given class: neg, Original Class: neg

File name: 3711_2.txt, Given class: neg, Original Class: neg

File name: 9239_4.txt, Given class: neg, Original Class: neg

File name: 3276_1.txt, Given class: neg, Original Class: neg

File name: 7271_1.txt, Given class: neg, Original Class: neg

File name: 8356_3.txt, Given class: pos, Original Class: neg

File name: 7809_2.txt, Given class: neg, Original Class: neg

File name: 12313_1.txt, Given class: neg, Original Class: neg

File name: 2264_1.txt, Given class: pos, Original Class: neg

File name: 5122_1.txt, Given class: neg, Original Class: neg

File name: 12290_2.txt, Given class: neg, Original Class: neg

File name: 2796_1.txt, Given class: neg, Original Class: neg

File name: 8275_2.txt, Given class: neg, Original Class: neg

File name: 9211_3.txt, Given class: neg, Original Class: neg

File name: 5014_1.txt, Given class: neg, Original Class: neg

File name: 9284_3.txt, Given class: neg, Original Class: neg

File name: 9160_4.txt, Given class: neg, Original Class: neg

File name: 10811_1.txt, Given class: neg, Original Class: neg

File name: 8872_4.txt, Given class: neg, Original Class: neg

File name: 9013_2.txt, Given class: neg, Original Class: neg

File name: 2137_1.txt, Given class: neg, Original Class: neg

File name: 3772_1.txt, Given class: neg, Original Class: neg

File name: 643_4.txt, Given class: neg, Original Class: neg

File name: 9525_2.txt, Given class: neg, Original Class: neg

File name: 6606_4.txt, Given class: neg, Original Class: neg

File name: 12322_1.txt, Given class: neg, Original Class: neg

File name: 5133_1.txt, Given class: neg, Original Class: neg

File name: 9225_1.txt, Given class: neg, Original Class: neg

File name: 5068_3.txt, Given class: neg, Original Class: neg

File name: 5333_3.txt, Given class: neg, Original Class: neg

File name: 12064_1.txt, Given class: neg, Original Class: neg

File name: 7695_1.txt, Given class: neg, Original Class: neg

File name: 2239_1.txt, Given class: neg, Original Class: neg

File name: 6571_4.txt, Given class: neg, Original Class: neg

File name: 8610_1.txt, Given class: neg, Original Class: neg

File name: 1886_4.txt, Given class: neg, Original Class: neg

File name: 12131_2.txt, Given class: neg, Original Class: neg

File name: 1565_4.txt, Given class: neg, Original Class: neg

File name: 846_2.txt, Given class: neg, Original Class: neg

File name: 4052_2.txt, Given class: neg, Original Class: neg

File name: 4480_2.txt, Given class: neg, Original Class: neg

File name: 482_1.txt, Given class: neg, Original Class: neg

File name: 11883_4.txt, Given class: neg, Original Class: neg

File name: 5321_4.txt, Given class: pos, Original Class: neg

File name: 8340_4.txt, Given class: neg, Original Class: neg

File name: 5064_3.txt, Given class: neg, Original Class: neg

File name: 6515_3.txt, Given class: neg, Original Class: neg

File name: 2859_4.txt, Given class: neg, Original Class: neg

File name: 755_1.txt, Given class: neg, Original Class: neg

File name: 10964_4.txt, Given class: neg, Original Class: neg

File name: 6688_1.txt, Given class: neg, Original Class: neg

File name: 10_3.txt, Given class: neg, Original Class: neg

File name: 4993_3.txt, Given class: neg, Original Class: neg

File name: 7075_3.txt, Given class: neg, Original Class: neg

File name: 2841_4.txt, Given class: neg, Original Class: neg

File name: 656_4.txt, Given class: neg, Original Class: neg

File name: 1614_4.txt, Given class: neg, Original Class: neg

File name: 6715_1.txt, Given class: neg, Original Class: neg

File name: 6308_1.txt, Given class: neg, Original Class: neg

File name: 6188_4.txt, Given class: neg, Original Class: neg

File name: 9415_3.txt, Given class: neg, Original Class: neg

File name: 7889_3.txt, Given class: neg, Original Class: neg

File name: 6028_1.txt, Given class: neg, Original Class: neg

File name: 11800_1.txt, Given class: neg, Original Class: neg

File name: 10303_3.txt, Given class: neg, Original Class: neg

File name: 4869_2.txt, Given class: neg, Original Class: neg

File name: 4479_4.txt, Given class: pos, Original Class: neg

File name: 7919_2.txt, Given class: neg, Original Class: neg

File name: 4851_4.txt, Given class: pos, Original Class: neg

File name: 10917_2.txt, Given class: neg, Original Class: neg

File name: 816_3.txt, Given class: pos, Original Class: neg

File name: 7212_2.txt, Given class: neg, Original Class: neg

File name: 9156_3.txt, Given class: pos, Original Class: neg

File name: 12116_1.txt, Given class: neg, Original Class: neg

File name: 8944_3.txt, Given class: neg, Original Class: neg

File name: 5879_3.txt, Given class: neg, Original Class: neg

File name: 563_4.txt, Given class: neg, Original Class: neg

File name: 1521_1.txt, Given class: neg, Original Class: neg

File name: 3523_1.txt, Given class: neg, Original Class: neg

File name: 11615_1.txt, Given class: neg, Original Class: neg

File name: 4125_1.txt, Given class: neg, Original Class: neg

File name: 5554_4.txt, Given class: neg, Original Class: neg

File name: 6971_2.txt, Given class: neg, Original Class: neg

File name: 3648_1.txt, Given class: neg, Original Class: neg

File name: 4268_1.txt, Given class: neg, Original Class: neg

File name: 6076_2.txt, Given class: neg, Original Class: neg

File name: 2164_4.txt, Given class: pos, Original Class: neg

File name: 10155_1.txt, Given class: neg, Original Class: neg

File name: 11715_3.txt, Given class: neg, Original Class: neg

File name: 4119_1.txt, Given class: neg, Original Class: neg

File name: 1622_1.txt, Given class: neg, Original Class: neg

File name: 5367_1.txt, Given class: neg, Original Class: neg

File name: 6432_1.txt, Given class: neg, Original Class: neg

File name: 11919_4.txt, Given class: neg, Original Class: neg

File name: 5796_1.txt, Given class: neg, Original Class: neg

File name: 11011_2.txt, Given class: neg, Original Class: neg

File name: 36_3.txt, Given class: neg, Original Class: neg

File name: 2310_2.txt, Given class: neg, Original Class: neg

File name: 5267_4.txt, Given class: neg, Original Class: neg

File name: 4657_3.txt, Given class: neg, Original Class: neg

File name: 11211_1.txt, Given class: neg, Original Class: neg

File name: 879_3.txt, Given class: neg, Original Class: neg

File name: 2425_3.txt, Given class: neg, Original Class: neg

File name: 6951_1.txt, Given class: neg, Original Class: neg

File name: 4069_2.txt, Given class: neg, Original Class: neg

File name: 8000_3.txt, Given class: neg, Original Class: neg

File name: 5778_4.txt, Given class: pos, Original Class: neg

File name: 10527_3.txt, Given class: neg, Original Class: neg

File name: 6162_2.txt, Given class: neg, Original Class: neg

File name: 8123_1.txt, Given class: neg, Original Class: neg

File name: 3606_4.txt, Given class: pos, Original Class: neg

File name: 9437_3.txt, Given class: neg, Original Class: neg

File name: 12323_1.txt, Given class: neg, Original Class: neg

File name: 11102_3.txt, Given class: neg, Original Class: neg

File name: 8800_4.txt, Given class: neg, Original Class: neg

File name: 374_4.txt, Given class: pos, Original Class: neg

File name: 8684_2.txt, Given class: neg, Original Class: neg

File name: 8498_1.txt, Given class: neg, Original Class: neg

File name: 6485_1.txt, Given class: neg, Original Class: neg

File name: 2211_2.txt, Given class: neg, Original Class: neg

File name: 11197_2.txt, Given class: neg, Original Class: neg

File name: 11274_3.txt, Given class: neg, Original Class: neg

File name: 1674_1.txt, Given class: neg, Original Class: neg

File name: 10979_3.txt, Given class: neg, Original Class: neg

File name: 3296_1.txt, Given class: neg, Original Class: neg

File name: 7001_4.txt, Given class: neg, Original Class: neg

File name: 481_2.txt, Given class: neg, Original Class: neg

File name: 11305_1.txt, Given class: neg, Original Class: neg

File name: 4958_3.txt, Given class: neg, Original Class: neg

File name: 2054_1.txt, Given class: neg, Original Class: neg

File name: 11491_4.txt, Given class: pos, Original Class: neg

File name: 11412_2.txt, Given class: neg, Original Class: neg

File name: 7802_2.txt, Given class: neg, Original Class: neg

File name: 5214_1.txt, Given class: neg, Original Class: neg

File name: 3505_1.txt, Given class: neg, Original Class: neg

File name: 10111_1.txt, Given class: neg, Original Class: neg

File name: 147_4.txt, Given class: neg, Original Class: neg

File name: 3782_1.txt, Given class: neg, Original Class: neg

File name: 3375_3.txt, Given class: neg, Original Class: neg

File name: 8881_4.txt, Given class: pos, Original Class: neg

File name: 2410_2.txt, Given class: neg, Original Class: neg

File name: 4171_1.txt, Given class: neg, Original Class: neg

File name: 3753_3.txt, Given class: neg, Original Class: neg

File name: 229_1.txt, Given class: neg, Original Class: neg

File name: 9337_4.txt, Given class: pos, Original Class: neg

File name: 9821_3.txt, Given class: neg, Original Class: neg

File name: 7382_1.txt, Given class: neg, Original Class: neg

File name: 10014_2.txt, Given class: neg, Original Class: neg

File name: 1255_4.txt, Given class: neg, Original Class: neg

File name: 1899_2.txt, Given class: neg, Original Class: neg

File name: 7238_4.txt, Given class: neg, Original Class: neg

File name: 4244_4.txt, Given class: neg, Original Class: neg

File name: 5405_2.txt, Given class: neg, Original Class: neg

File name: 2033_3.txt, Given class: neg, Original Class: neg

File name: 3561_4.txt, Given class: pos, Original Class: neg

File name: 3734_2.txt, Given class: neg, Original Class: neg

File name: 1849_4.txt, Given class: neg, Original Class: neg

File name: 1667_2.txt, Given class: neg, Original Class: neg

File name: 7038_3.txt, Given class: neg, Original Class: neg

File name: 2611_1.txt, Given class: neg, Original Class: neg

File name: 11966_1.txt, Given class: neg, Original Class: neg

File name: 1295_1.txt, Given class: neg, Original Class: neg

File name: 1051_1.txt, Given class: neg, Original Class: neg

File name: 7022_1.txt, Given class: pos, Original Class: neg

File name: 7879_3.txt, Given class: neg, Original Class: neg

File name: 9612_2.txt, Given class: neg, Original Class: neg

File name: 9482_1.txt, Given class: neg, Original Class: neg

File name: 4130_1.txt, Given class: neg, Original Class: neg

File name: 410_2.txt, Given class: neg, Original Class: neg

File name: 876_3.txt, Given class: pos, Original Class: neg

File name: 2809_3.txt, Given class: neg, Original Class: neg

File name: 3828_1.txt, Given class: neg, Original Class: neg

File name: 3580_4.txt, Given class: neg, Original Class: neg

File name: 12008_1.txt, Given class: neg, Original Class: neg

File name: 7715_1.txt, Given class: neg, Original Class: neg

File name: 3426_3.txt, Given class: neg, Original Class: neg

File name: 2638_1.txt, Given class: neg, Original Class: neg

File name: 1471_2.txt, Given class: neg, Original Class: neg

File name: 7053_1.txt, Given class: neg, Original Class: neg

File name: 2767_1.txt, Given class: neg, Original Class: neg

File name: 3539_4.txt, Given class: neg, Original Class: neg

File name: 3192_2.txt, Given class: neg, Original Class: neg

File name: 6598_1.txt, Given class: neg, Original Class: neg

File name: 3476_1.txt, Given class: neg, Original Class: neg

File name: 10482_4.txt, Given class: neg, Original Class: neg

File name: 6210_2.txt, Given class: neg, Original Class: neg

File name: 9047_1.txt, Given class: neg, Original Class: neg

File name: 10299_1.txt, Given class: neg, Original Class: neg

File name: 1951_1.txt, Given class: neg, Original Class: neg

File name: 4987_4.txt, Given class: neg, Original Class: neg

File name: 4651_4.txt, Given class: neg, Original Class: neg

File name: 4780_1.txt, Given class: neg, Original Class: neg

File name: 8764_1.txt, Given class: neg, Original Class: neg

File name: 11437_1.txt, Given class: neg, Original Class: neg

File name: 567_3.txt, Given class: neg, Original Class: neg

File name: 9923_3.txt, Given class: neg, Original Class: neg

File name: 7776_1.txt, Given class: neg, Original Class: neg

File name: 646_1.txt, Given class: neg, Original Class: neg

File name: 981_1.txt, Given class: neg, Original Class: neg

File name: 6326_4.txt, Given class: neg, Original Class: neg

File name: 11381_3.txt, Given class: neg, Original Class: neg

File name: 768_2.txt, Given class: neg, Original Class: neg

File name: 7104_1.txt, Given class: neg, Original Class: neg

File name: 2254_1.txt, Given class: neg, Original Class: neg

File name: 5317_4.txt, Given class: neg, Original Class: neg

File name: 1859_2.txt, Given class: neg, Original Class: neg

File name: 6006_4.txt, Given class: neg, Original Class: neg

File name: 2348_3.txt, Given class: neg, Original Class: neg

File name: 10228_1.txt, Given class: neg, Original Class: neg

File name: 10438_3.txt, Given class: neg, Original Class: neg

File name: 8756_1.txt, Given class: neg, Original Class: neg

File name: 6222_1.txt, Given class: neg, Original Class: neg

File name: 10544_3.txt, Given class: neg, Original Class: neg

File name: 1317_2.txt, Given class: neg, Original Class: neg

File name: 330_1.txt, Given class: neg, Original Class: neg

File name: 415_1.txt, Given class: neg, Original Class: neg

File name: 10586_1.txt, Given class: neg, Original Class: neg

File name: 3793_4.txt, Given class: neg, Original Class: neg

File name: 2458_2.txt, Given class: neg, Original Class: neg

File name: 3653_2.txt, Given class: neg, Original Class: neg

File name: 10736_3.txt, Given class: neg, Original Class: neg

File name: 1708_1.txt, Given class: neg, Original Class: neg

File name: 9677_1.txt, Given class: neg, Original Class: neg

File name: 10857_2.txt, Given class: neg, Original Class: neg

File name: 9430_3.txt, Given class: neg, Original Class: neg

File name: 4275_4.txt, Given class: neg, Original Class: neg

File name: 7629_4.txt, Given class: neg, Original Class: neg

File name: 108_2.txt, Given class: neg, Original Class: neg

File name: 9429_4.txt, Given class: neg, Original Class: neg

File name: 526_3.txt, Given class: neg, Original Class: neg

File name: 12050_4.txt, Given class: neg, Original Class: neg

File name: 6937_4.txt, Given class: neg, Original Class: neg

File name: 3935_4.txt, Given class: pos, Original Class: neg

File name: 12311_1.txt, Given class: neg, Original Class: neg

File name: 10400_4.txt, Given class: neg, Original Class: neg

File name: 4755_2.txt, Given class: neg, Original Class: neg

File name: 4883_3.txt, Given class: neg, Original Class: neg

File name: 9045_1.txt, Given class: neg, Original Class: neg

File name: 4817_1.txt, Given class: neg, Original Class: neg

File name: 12036_4.txt, Given class: neg, Original Class: neg

File name: 9145_3.txt, Given class: neg, Original Class: neg

File name: 5623_4.txt, Given class: pos, Original Class: neg

File name: 6172_4.txt, Given class: neg, Original Class: neg

File name: 1296_1.txt, Given class: neg, Original Class: neg

File name: 6476_2.txt, Given class: neg, Original Class: neg

File name: 794_1.txt, Given class: neg, Original Class: neg

File name: 10028_3.txt, Given class: neg, Original Class: neg

File name: 10036_1.txt, Given class: neg, Original Class: neg

File name: 4396_1.txt, Given class: neg, Original Class: neg

File name: 4159_3.txt, Given class: neg, Original Class: neg

File name: 10359_1.txt, Given class: neg, Original Class: neg

File name: 2062_2.txt, Given class: pos, Original Class: neg

File name: 668_4.txt, Given class: neg, Original Class: neg

File name: 12190_1.txt, Given class: neg, Original Class: neg

File name: 9334_3.txt, Given class: neg, Original Class: neg

File name: 5485_4.txt, Given class: neg, Original Class: neg

File name: 10430_1.txt, Given class: neg, Original Class: neg

File name: 6439_1.txt, Given class: neg, Original Class: neg

File name: 7428_1.txt, Given class: neg, Original Class: neg

File name: 2684_4.txt, Given class: neg, Original Class: neg

File name: 7682_3.txt, Given class: neg, Original Class: neg

File name: 9731_3.txt, Given class: neg, Original Class: neg

File name: 2830_4.txt, Given class: pos, Original Class: neg

File name: 4021_4.txt, Given class: neg, Original Class: neg

File name: 9995_2.txt, Given class: pos, Original Class: neg

File name: 2706_1.txt, Given class: neg, Original Class: neg

File name: 10681_2.txt, Given class: neg, Original Class: neg

File name: 1797_3.txt, Given class: pos, Original Class: neg

File name: 7944_1.txt, Given class: neg, Original Class: neg

File name: 10261_1.txt, Given class: neg, Original Class: neg

File name: 7280_3.txt, Given class: neg, Original Class: neg

File name: 6696_2.txt, Given class: neg, Original Class: neg

File name: 11529_2.txt, Given class: neg, Original Class: neg

File name: 7875_4.txt, Given class: neg, Original Class: neg

File name: 9198_1.txt, Given class: neg, Original Class: neg

File name: 7002_2.txt, Given class: neg, Original Class: neg

File name: 7072_1.txt, Given class: neg, Original Class: neg

File name: 6018_2.txt, Given class: neg, Original Class: neg

File name: 3847_1.txt, Given class: neg, Original Class: neg

File name: 78_1.txt, Given class: neg, Original Class: neg

File name: 1664_2.txt, Given class: pos, Original Class: neg

File name: 12093_2.txt, Given class: neg, Original Class: neg

File name: 9761_2.txt, Given class: neg, Original Class: neg

File name: 8699_1.txt, Given class: neg, Original Class: neg

File name: 3165_3.txt, Given class: neg, Original Class: neg

File name: 719_1.txt, Given class: neg, Original Class: neg

File name: 9741_2.txt, Given class: neg, Original Class: neg

File name: 3082_2.txt, Given class: neg, Original Class: neg

File name: 2548_2.txt, Given class: neg, Original Class: neg

File name: 8658_1.txt, Given class: neg, Original Class: neg

File name: 10495_2.txt, Given class: neg, Original Class: neg

File name: 5871_2.txt, Given class: neg, Original Class: neg

File name: 12475_2.txt, Given class: pos, Original Class: neg

File name: 6535_1.txt, Given class: neg, Original Class: neg

File name: 10925_4.txt, Given class: neg, Original Class: neg

File name: 1304_3.txt, Given class: neg, Original Class: neg

File name: 6475_3.txt, Given class: neg, Original Class: neg

File name: 12312_1.txt, Given class: neg, Original Class: neg

File name: 6086_1.txt, Given class: neg, Original Class: neg

File name: 12469_1.txt, Given class: neg, Original Class: neg

File name: 2888_1.txt, Given class: neg, Original Class: neg

File name: 4912_2.txt, Given class: neg, Original Class: neg

File name: 9414_1.txt, Given class: neg, Original Class: neg

File name: 9166_4.txt, Given class: neg, Original Class: neg

File name: 10453_1.txt, Given class: neg, Original Class: neg

File name: 9957_4.txt, Given class: pos, Original Class: neg

File name: 9389_1.txt, Given class: neg, Original Class: neg

File name: 10993_1.txt, Given class: neg, Original Class: neg

File name: 262_1.txt, Given class: neg, Original Class: neg

File name: 7351_1.txt, Given class: neg, Original Class: neg

File name: 4039_2.txt, Given class: neg, Original Class: neg

File name: 1396_1.txt, Given class: neg, Original Class: neg

File name: 3405_4.txt, Given class: neg, Original Class: neg

File name: 7034_3.txt, Given class: neg, Original Class: neg

File name: 10548_1.txt, Given class: neg, Original Class: neg

File name: 10500_1.txt, Given class: neg, Original Class: neg

File name: 5343_4.txt, Given class: neg, Original Class: neg

File name: 7191_3.txt, Given class: neg, Original Class: neg

File name: 7440_1.txt, Given class: neg, Original Class: neg

File name: 5797_3.txt, Given class: neg, Original Class: neg

File name: 850_4.txt, Given class: neg, Original Class: neg

File name: 11949_4.txt, Given class: neg, Original Class: neg

File name: 11265_2.txt, Given class: neg, Original Class: neg

File name: 4213_1.txt, Given class: pos, Original Class: neg

File name: 3610_3.txt, Given class: neg, Original Class: neg

File name: 8039_3.txt, Given class: neg, Original Class: neg

File name: 12439_1.txt, Given class: neg, Original Class: neg

File name: 12310_1.txt, Given class: neg, Original Class: neg

File name: 182_3.txt, Given class: pos, Original Class: neg

File name: 5581_2.txt, Given class: neg, Original Class: neg

File name: 10880_1.txt, Given class: neg, Original Class: neg

File name: 8868_1.txt, Given class: neg, Original Class: neg

File name: 5021_1.txt, Given class: neg, Original Class: neg

File name: 2296_2.txt, Given class: neg, Original Class: neg

File name: 1212_4.txt, Given class: neg, Original Class: neg

File name: 6726_1.txt, Given class: neg, Original Class: neg

File name: 4955_4.txt, Given class: neg, Original Class: neg

File name: 11016_1.txt, Given class: neg, Original Class: neg

File name: 2311_4.txt, Given class: neg, Original Class: neg

File name: 22_3.txt, Given class: neg, Original Class: neg

File name: 647_1.txt, Given class: neg, Original Class: neg

File name: 11556_1.txt, Given class: neg, Original Class: neg

File name: 6539_2.txt, Given class: neg, Original Class: neg

File name: 3407_3.txt, Given class: neg, Original Class: neg

File name: 6358_4.txt, Given class: neg, Original Class: neg

File name: 5338_4.txt, Given class: neg, Original Class: neg

