File name: 1135_8.txt, Given class: pos, Original Class: pos

File name: 658_7.txt, Given class: pos, Original Class: pos

File name: 9521_9.txt, Given class: pos, Original Class: pos

File name: 11573_10.txt, Given class: pos, Original Class: pos

File name: 8289_10.txt, Given class: pos, Original Class: pos

File name: 1875_7.txt, Given class: neg, Original Class: pos

File name: 5569_10.txt, Given class: pos, Original Class: pos

File name: 5888_10.txt, Given class: pos, Original Class: pos

File name: 6778_8.txt, Given class: pos, Original Class: pos

File name: 9260_10.txt, Given class: pos, Original Class: pos

File name: 5628_10.txt, Given class: pos, Original Class: pos

File name: 4797_8.txt, Given class: pos, Original Class: pos

File name: 645_10.txt, Given class: pos, Original Class: pos

File name: 6729_8.txt, Given class: pos, Original Class: pos

File name: 11450_10.txt, Given class: neg, Original Class: pos

File name: 8873_10.txt, Given class: neg, Original Class: pos

File name: 12191_9.txt, Given class: pos, Original Class: pos

File name: 12370_10.txt, Given class: pos, Original Class: pos

File name: 7970_10.txt, Given class: pos, Original Class: pos

File name: 11873_8.txt, Given class: pos, Original Class: pos

File name: 7035_10.txt, Given class: pos, Original Class: pos

File name: 5909_8.txt, Given class: pos, Original Class: pos

File name: 6433_7.txt, Given class: pos, Original Class: pos

File name: 6156_8.txt, Given class: pos, Original Class: pos

File name: 5501_7.txt, Given class: pos, Original Class: pos

File name: 2013_7.txt, Given class: pos, Original Class: pos

File name: 2718_9.txt, Given class: neg, Original Class: pos

File name: 7641_8.txt, Given class: neg, Original Class: pos

File name: 1733_8.txt, Given class: pos, Original Class: pos

File name: 6402_10.txt, Given class: pos, Original Class: pos

File name: 2463_10.txt, Given class: pos, Original Class: pos

File name: 8777_10.txt, Given class: pos, Original Class: pos

File name: 1420_8.txt, Given class: pos, Original Class: pos

File name: 8550_9.txt, Given class: pos, Original Class: pos

File name: 6104_10.txt, Given class: pos, Original Class: pos

File name: 12133_7.txt, Given class: pos, Original Class: pos

File name: 12249_7.txt, Given class: pos, Original Class: pos

File name: 1098_9.txt, Given class: pos, Original Class: pos

File name: 9348_10.txt, Given class: pos, Original Class: pos

File name: 10921_10.txt, Given class: pos, Original Class: pos

File name: 409_8.txt, Given class: pos, Original Class: pos

File name: 5804_10.txt, Given class: pos, Original Class: pos

File name: 8332_10.txt, Given class: pos, Original Class: pos

File name: 3534_10.txt, Given class: pos, Original Class: pos

File name: 9716_8.txt, Given class: neg, Original Class: pos

File name: 6593_8.txt, Given class: neg, Original Class: pos

File name: 8728_7.txt, Given class: pos, Original Class: pos

File name: 11419_8.txt, Given class: neg, Original Class: pos

File name: 3887_10.txt, Given class: pos, Original Class: pos

File name: 3089_8.txt, Given class: pos, Original Class: pos

File name: 9944_8.txt, Given class: neg, Original Class: pos

File name: 1043_9.txt, Given class: pos, Original Class: pos

File name: 11760_7.txt, Given class: neg, Original Class: pos

File name: 2166_8.txt, Given class: neg, Original Class: pos

File name: 11223_8.txt, Given class: pos, Original Class: pos

File name: 9343_10.txt, Given class: pos, Original Class: pos

File name: 9083_9.txt, Given class: pos, Original Class: pos

File name: 233_8.txt, Given class: pos, Original Class: pos

File name: 8012_7.txt, Given class: neg, Original Class: pos

File name: 5876_10.txt, Given class: pos, Original Class: pos

File name: 1489_10.txt, Given class: pos, Original Class: pos

File name: 8309_8.txt, Given class: neg, Original Class: pos

File name: 11048_8.txt, Given class: pos, Original Class: pos

File name: 9751_9.txt, Given class: pos, Original Class: pos

File name: 10686_7.txt, Given class: pos, Original Class: pos

File name: 8539_8.txt, Given class: neg, Original Class: pos

File name: 2498_7.txt, Given class: pos, Original Class: pos

File name: 5286_9.txt, Given class: pos, Original Class: pos

File name: 4470_7.txt, Given class: pos, Original Class: pos

File name: 10526_10.txt, Given class: pos, Original Class: pos

File name: 4735_9.txt, Given class: neg, Original Class: pos

File name: 8199_9.txt, Given class: pos, Original Class: pos

File name: 6085_8.txt, Given class: pos, Original Class: pos

File name: 10387_9.txt, Given class: pos, Original Class: pos

File name: 6733_10.txt, Given class: pos, Original Class: pos

File name: 1521_8.txt, Given class: pos, Original Class: pos

File name: 10671_9.txt, Given class: neg, Original Class: pos

File name: 11850_7.txt, Given class: pos, Original Class: pos

File name: 5880_10.txt, Given class: pos, Original Class: pos

File name: 1621_9.txt, Given class: pos, Original Class: pos

File name: 3747_7.txt, Given class: pos, Original Class: pos

File name: 1689_8.txt, Given class: pos, Original Class: pos

File name: 1475_7.txt, Given class: pos, Original Class: pos

File name: 5367_7.txt, Given class: neg, Original Class: pos

File name: 12153_7.txt, Given class: pos, Original Class: pos

File name: 623_8.txt, Given class: pos, Original Class: pos

File name: 7010_10.txt, Given class: pos, Original Class: pos

File name: 1792_8.txt, Given class: pos, Original Class: pos

File name: 8154_10.txt, Given class: pos, Original Class: pos

File name: 9364_9.txt, Given class: pos, Original Class: pos

File name: 7984_9.txt, Given class: pos, Original Class: pos

File name: 2569_9.txt, Given class: pos, Original Class: pos

File name: 10447_7.txt, Given class: neg, Original Class: pos

File name: 5331_9.txt, Given class: pos, Original Class: pos

File name: 7209_9.txt, Given class: pos, Original Class: pos

File name: 11011_10.txt, Given class: neg, Original Class: pos

File name: 2070_10.txt, Given class: pos, Original Class: pos

File name: 2642_8.txt, Given class: neg, Original Class: pos

File name: 10676_8.txt, Given class: pos, Original Class: pos

File name: 3408_9.txt, Given class: pos, Original Class: pos

File name: 8344_7.txt, Given class: neg, Original Class: pos

File name: 11162_7.txt, Given class: pos, Original Class: pos

File name: 608_8.txt, Given class: pos, Original Class: pos

File name: 4571_7.txt, Given class: pos, Original Class: pos

File name: 5801_9.txt, Given class: neg, Original Class: pos

File name: 985_10.txt, Given class: neg, Original Class: pos

File name: 10712_8.txt, Given class: pos, Original Class: pos

File name: 8515_10.txt, Given class: pos, Original Class: pos

File name: 9873_9.txt, Given class: neg, Original Class: pos

File name: 10535_10.txt, Given class: pos, Original Class: pos

File name: 8_9.txt, Given class: neg, Original Class: pos

File name: 4947_9.txt, Given class: pos, Original Class: pos

File name: 7396_7.txt, Given class: neg, Original Class: pos

File name: 3021_9.txt, Given class: pos, Original Class: pos

File name: 11239_10.txt, Given class: pos, Original Class: pos

File name: 4943_9.txt, Given class: pos, Original Class: pos

File name: 9051_8.txt, Given class: pos, Original Class: pos

File name: 12224_9.txt, Given class: neg, Original Class: pos

File name: 3575_7.txt, Given class: pos, Original Class: pos

File name: 2523_10.txt, Given class: pos, Original Class: pos

File name: 9795_9.txt, Given class: pos, Original Class: pos

File name: 9560_9.txt, Given class: neg, Original Class: pos

File name: 7282_8.txt, Given class: pos, Original Class: pos

File name: 4975_8.txt, Given class: pos, Original Class: pos

File name: 6274_10.txt, Given class: pos, Original Class: pos

File name: 5665_10.txt, Given class: pos, Original Class: pos

File name: 5175_10.txt, Given class: pos, Original Class: pos

File name: 4960_9.txt, Given class: pos, Original Class: pos

File name: 11370_10.txt, Given class: pos, Original Class: pos

File name: 8594_10.txt, Given class: pos, Original Class: pos

File name: 7177_10.txt, Given class: pos, Original Class: pos

File name: 3605_8.txt, Given class: pos, Original Class: pos

File name: 1636_8.txt, Given class: neg, Original Class: pos

File name: 8428_9.txt, Given class: pos, Original Class: pos

File name: 6495_8.txt, Given class: pos, Original Class: pos

File name: 5060_7.txt, Given class: pos, Original Class: pos

File name: 11739_8.txt, Given class: pos, Original Class: pos

File name: 6267_7.txt, Given class: pos, Original Class: pos

File name: 11697_7.txt, Given class: pos, Original Class: pos

File name: 2375_7.txt, Given class: pos, Original Class: pos

File name: 5118_10.txt, Given class: pos, Original Class: pos

File name: 4022_7.txt, Given class: pos, Original Class: pos

File name: 2846_9.txt, Given class: pos, Original Class: pos

File name: 4786_9.txt, Given class: pos, Original Class: pos

File name: 7201_8.txt, Given class: neg, Original Class: pos

File name: 4208_8.txt, Given class: pos, Original Class: pos

File name: 10210_7.txt, Given class: pos, Original Class: pos

File name: 3491_7.txt, Given class: neg, Original Class: pos

File name: 434_8.txt, Given class: pos, Original Class: pos

File name: 4621_8.txt, Given class: pos, Original Class: pos

File name: 905_10.txt, Given class: neg, Original Class: pos

File name: 7167_8.txt, Given class: neg, Original Class: pos

File name: 8275_10.txt, Given class: pos, Original Class: pos

File name: 6865_7.txt, Given class: pos, Original Class: pos

File name: 2950_10.txt, Given class: pos, Original Class: pos

File name: 3538_8.txt, Given class: neg, Original Class: pos

File name: 11416_7.txt, Given class: pos, Original Class: pos

File name: 9497_7.txt, Given class: pos, Original Class: pos

File name: 5037_10.txt, Given class: pos, Original Class: pos

File name: 1912_8.txt, Given class: neg, Original Class: pos

File name: 8391_9.txt, Given class: pos, Original Class: pos

File name: 4726_10.txt, Given class: pos, Original Class: pos

File name: 11159_10.txt, Given class: pos, Original Class: pos

File name: 10968_8.txt, Given class: pos, Original Class: pos

File name: 11980_10.txt, Given class: pos, Original Class: pos

File name: 220_10.txt, Given class: pos, Original Class: pos

File name: 9722_7.txt, Given class: pos, Original Class: pos

File name: 4543_10.txt, Given class: pos, Original Class: pos

File name: 4619_10.txt, Given class: pos, Original Class: pos

File name: 1543_7.txt, Given class: pos, Original Class: pos

File name: 5460_10.txt, Given class: pos, Original Class: pos

File name: 9905_10.txt, Given class: pos, Original Class: pos

File name: 5762_9.txt, Given class: neg, Original Class: pos

File name: 6552_10.txt, Given class: pos, Original Class: pos

File name: 5338_8.txt, Given class: neg, Original Class: pos

File name: 8486_7.txt, Given class: neg, Original Class: pos

File name: 4928_10.txt, Given class: pos, Original Class: pos

File name: 10338_9.txt, Given class: pos, Original Class: pos

File name: 1592_10.txt, Given class: pos, Original Class: pos

File name: 7244_8.txt, Given class: pos, Original Class: pos

File name: 4226_9.txt, Given class: pos, Original Class: pos

File name: 12197_7.txt, Given class: pos, Original Class: pos

File name: 764_8.txt, Given class: pos, Original Class: pos

File name: 6251_10.txt, Given class: pos, Original Class: pos

File name: 9451_10.txt, Given class: pos, Original Class: pos

File name: 2000_9.txt, Given class: neg, Original Class: pos

File name: 2681_10.txt, Given class: pos, Original Class: pos

File name: 1129_9.txt, Given class: neg, Original Class: pos

File name: 819_7.txt, Given class: neg, Original Class: pos

File name: 3479_10.txt, Given class: pos, Original Class: pos

File name: 6881_8.txt, Given class: pos, Original Class: pos

File name: 9177_8.txt, Given class: neg, Original Class: pos

File name: 6226_7.txt, Given class: pos, Original Class: pos

File name: 8397_10.txt, Given class: pos, Original Class: pos

File name: 4986_9.txt, Given class: pos, Original Class: pos

File name: 455_10.txt, Given class: pos, Original Class: pos

File name: 11111_10.txt, Given class: pos, Original Class: pos

File name: 10792_8.txt, Given class: pos, Original Class: pos

File name: 2157_10.txt, Given class: pos, Original Class: pos

File name: 2682_10.txt, Given class: pos, Original Class: pos

File name: 6945_9.txt, Given class: pos, Original Class: pos

File name: 2895_7.txt, Given class: pos, Original Class: pos

File name: 7411_10.txt, Given class: pos, Original Class: pos

File name: 124_10.txt, Given class: pos, Original Class: pos

File name: 5717_10.txt, Given class: pos, Original Class: pos

File name: 10119_10.txt, Given class: pos, Original Class: pos

File name: 4914_7.txt, Given class: pos, Original Class: pos

File name: 9020_10.txt, Given class: neg, Original Class: pos

File name: 12349_9.txt, Given class: pos, Original Class: pos

File name: 2507_10.txt, Given class: pos, Original Class: pos

File name: 5467_10.txt, Given class: pos, Original Class: pos

File name: 1855_10.txt, Given class: pos, Original Class: pos

File name: 12497_10.txt, Given class: pos, Original Class: pos

File name: 5513_10.txt, Given class: neg, Original Class: pos

File name: 4664_7.txt, Given class: pos, Original Class: pos

File name: 10360_9.txt, Given class: neg, Original Class: pos

File name: 216_10.txt, Given class: pos, Original Class: pos

File name: 6748_8.txt, Given class: pos, Original Class: pos

File name: 10812_9.txt, Given class: pos, Original Class: pos

File name: 10074_7.txt, Given class: pos, Original Class: pos

File name: 4262_10.txt, Given class: neg, Original Class: pos

File name: 11302_9.txt, Given class: pos, Original Class: pos

File name: 12445_10.txt, Given class: pos, Original Class: pos

File name: 3551_7.txt, Given class: pos, Original Class: pos

File name: 6453_10.txt, Given class: pos, Original Class: pos

File name: 7898_10.txt, Given class: neg, Original Class: pos

File name: 9778_10.txt, Given class: pos, Original Class: pos

File name: 6032_7.txt, Given class: neg, Original Class: pos

File name: 3916_10.txt, Given class: neg, Original Class: pos

File name: 10101_9.txt, Given class: pos, Original Class: pos

File name: 10459_10.txt, Given class: pos, Original Class: pos

File name: 2402_10.txt, Given class: pos, Original Class: pos

File name: 3946_10.txt, Given class: pos, Original Class: pos

File name: 1630_7.txt, Given class: pos, Original Class: pos

File name: 8531_10.txt, Given class: neg, Original Class: pos

File name: 8666_9.txt, Given class: pos, Original Class: pos

File name: 9229_8.txt, Given class: neg, Original Class: pos

File name: 5129_9.txt, Given class: neg, Original Class: pos

File name: 3116_8.txt, Given class: pos, Original Class: pos

File name: 2146_9.txt, Given class: pos, Original Class: pos

File name: 18_8.txt, Given class: pos, Original Class: pos

File name: 1633_8.txt, Given class: pos, Original Class: pos

File name: 4966_7.txt, Given class: pos, Original Class: pos

File name: 6368_7.txt, Given class: pos, Original Class: pos

File name: 7538_7.txt, Given class: neg, Original Class: pos

File name: 6352_9.txt, Given class: pos, Original Class: pos

File name: 10296_8.txt, Given class: pos, Original Class: pos

File name: 1048_8.txt, Given class: pos, Original Class: pos

File name: 6167_10.txt, Given class: pos, Original Class: pos

File name: 6151_10.txt, Given class: pos, Original Class: pos

File name: 9407_10.txt, Given class: pos, Original Class: pos

File name: 7194_9.txt, Given class: neg, Original Class: pos

File name: 210_9.txt, Given class: neg, Original Class: pos

File name: 2180_8.txt, Given class: pos, Original Class: pos

File name: 1809_7.txt, Given class: pos, Original Class: pos

File name: 11040_8.txt, Given class: pos, Original Class: pos

File name: 8999_9.txt, Given class: pos, Original Class: pos

File name: 10461_10.txt, Given class: pos, Original Class: pos

File name: 11864_7.txt, Given class: pos, Original Class: pos

File name: 1951_7.txt, Given class: pos, Original Class: pos

File name: 11791_10.txt, Given class: pos, Original Class: pos

File name: 5739_7.txt, Given class: neg, Original Class: pos

File name: 6477_9.txt, Given class: pos, Original Class: pos

File name: 3036_10.txt, Given class: neg, Original Class: pos

File name: 861_9.txt, Given class: pos, Original Class: pos

File name: 631_10.txt, Given class: pos, Original Class: pos

File name: 11956_8.txt, Given class: neg, Original Class: pos

File name: 1533_10.txt, Given class: pos, Original Class: pos

File name: 1531_9.txt, Given class: neg, Original Class: pos

File name: 9404_9.txt, Given class: neg, Original Class: pos

File name: 9045_8.txt, Given class: pos, Original Class: pos

File name: 9096_7.txt, Given class: neg, Original Class: pos

File name: 9741_10.txt, Given class: pos, Original Class: pos

File name: 11321_8.txt, Given class: pos, Original Class: pos

File name: 9664_7.txt, Given class: neg, Original Class: pos

File name: 7072_8.txt, Given class: pos, Original Class: pos

File name: 11473_10.txt, Given class: pos, Original Class: pos

File name: 6365_7.txt, Given class: neg, Original Class: pos

File name: 10163_7.txt, Given class: pos, Original Class: pos

File name: 1239_10.txt, Given class: neg, Original Class: pos

File name: 8095_10.txt, Given class: pos, Original Class: pos

File name: 2143_9.txt, Given class: pos, Original Class: pos

File name: 4260_8.txt, Given class: pos, Original Class: pos

File name: 7423_9.txt, Given class: neg, Original Class: pos

File name: 996_7.txt, Given class: pos, Original Class: pos

File name: 2558_10.txt, Given class: pos, Original Class: pos

File name: 1444_8.txt, Given class: pos, Original Class: pos

File name: 5894_10.txt, Given class: pos, Original Class: pos

File name: 8725_8.txt, Given class: pos, Original Class: pos

File name: 4449_7.txt, Given class: neg, Original Class: pos

File name: 4522_7.txt, Given class: pos, Original Class: pos

File name: 4973_10.txt, Given class: pos, Original Class: pos

File name: 10355_10.txt, Given class: neg, Original Class: pos

File name: 9729_8.txt, Given class: pos, Original Class: pos

File name: 8914_9.txt, Given class: neg, Original Class: pos

File name: 839_10.txt, Given class: pos, Original Class: pos

File name: 2460_7.txt, Given class: pos, Original Class: pos

File name: 814_7.txt, Given class: pos, Original Class: pos

File name: 9399_10.txt, Given class: pos, Original Class: pos

File name: 6217_10.txt, Given class: pos, Original Class: pos

File name: 9226_10.txt, Given class: neg, Original Class: pos

File name: 10347_10.txt, Given class: pos, Original Class: pos

File name: 5709_9.txt, Given class: pos, Original Class: pos

File name: 9837_7.txt, Given class: pos, Original Class: pos

File name: 9983_7.txt, Given class: pos, Original Class: pos

File name: 7876_9.txt, Given class: pos, Original Class: pos

File name: 6102_10.txt, Given class: neg, Original Class: pos

File name: 5581_10.txt, Given class: neg, Original Class: pos

File name: 773_8.txt, Given class: pos, Original Class: pos

File name: 3777_10.txt, Given class: neg, Original Class: pos

File name: 1344_10.txt, Given class: pos, Original Class: pos

File name: 7474_9.txt, Given class: neg, Original Class: pos

File name: 3878_10.txt, Given class: pos, Original Class: pos

File name: 8279_10.txt, Given class: pos, Original Class: pos

File name: 10176_9.txt, Given class: pos, Original Class: pos

File name: 10435_7.txt, Given class: neg, Original Class: pos

File name: 11901_10.txt, Given class: pos, Original Class: pos

File name: 11098_8.txt, Given class: pos, Original Class: pos

File name: 1828_9.txt, Given class: pos, Original Class: pos

File name: 2852_7.txt, Given class: pos, Original Class: pos

File name: 11022_8.txt, Given class: pos, Original Class: pos

File name: 2960_7.txt, Given class: pos, Original Class: pos

File name: 37_9.txt, Given class: pos, Original Class: pos

File name: 1552_10.txt, Given class: pos, Original Class: pos

File name: 4611_10.txt, Given class: pos, Original Class: pos

File name: 272_10.txt, Given class: neg, Original Class: pos

File name: 9251_10.txt, Given class: pos, Original Class: pos

File name: 246_10.txt, Given class: pos, Original Class: pos

File name: 5072_9.txt, Given class: neg, Original Class: pos

File name: 4802_8.txt, Given class: pos, Original Class: pos

File name: 1507_8.txt, Given class: neg, Original Class: pos

File name: 11813_10.txt, Given class: pos, Original Class: pos

File name: 9380_9.txt, Given class: neg, Original Class: pos

File name: 353_10.txt, Given class: pos, Original Class: pos

File name: 12384_10.txt, Given class: neg, Original Class: pos

File name: 5896_10.txt, Given class: pos, Original Class: pos

File name: 4017_8.txt, Given class: pos, Original Class: pos

File name: 918_10.txt, Given class: neg, Original Class: pos

File name: 11895_10.txt, Given class: pos, Original Class: pos

File name: 7336_7.txt, Given class: pos, Original Class: pos

File name: 7027_9.txt, Given class: pos, Original Class: pos

File name: 461_8.txt, Given class: pos, Original Class: pos

File name: 886_7.txt, Given class: pos, Original Class: pos

File name: 11907_9.txt, Given class: pos, Original Class: pos

File name: 3225_10.txt, Given class: neg, Original Class: pos

File name: 2139_10.txt, Given class: pos, Original Class: pos

File name: 817_7.txt, Given class: neg, Original Class: pos

File name: 2551_10.txt, Given class: pos, Original Class: pos

File name: 6681_10.txt, Given class: neg, Original Class: pos

File name: 7682_10.txt, Given class: neg, Original Class: pos

File name: 10624_10.txt, Given class: pos, Original Class: pos

File name: 5454_7.txt, Given class: pos, Original Class: pos

File name: 1477_8.txt, Given class: pos, Original Class: pos

File name: 8941_8.txt, Given class: neg, Original Class: pos

File name: 11015_10.txt, Given class: pos, Original Class: pos

File name: 8996_9.txt, Given class: neg, Original Class: pos

File name: 5616_10.txt, Given class: pos, Original Class: pos

File name: 5793_8.txt, Given class: pos, Original Class: pos

File name: 12467_10.txt, Given class: pos, Original Class: pos

File name: 6270_10.txt, Given class: neg, Original Class: pos

File name: 4963_8.txt, Given class: pos, Original Class: pos

File name: 12147_10.txt, Given class: pos, Original Class: pos

File name: 6658_7.txt, Given class: pos, Original Class: pos

File name: 8060_9.txt, Given class: neg, Original Class: pos

File name: 3175_8.txt, Given class: neg, Original Class: pos

File name: 5955_9.txt, Given class: pos, Original Class: pos

File name: 12232_8.txt, Given class: neg, Original Class: pos

File name: 11454_7.txt, Given class: neg, Original Class: pos

File name: 9247_10.txt, Given class: pos, Original Class: pos

File name: 1453_10.txt, Given class: pos, Original Class: pos

File name: 6534_8.txt, Given class: pos, Original Class: pos

File name: 2534_10.txt, Given class: pos, Original Class: pos

File name: 9537_10.txt, Given class: pos, Original Class: pos

File name: 2222_10.txt, Given class: pos, Original Class: pos

File name: 5956_7.txt, Given class: pos, Original Class: pos

File name: 8262_10.txt, Given class: neg, Original Class: pos

File name: 11975_8.txt, Given class: pos, Original Class: pos

File name: 10018_8.txt, Given class: neg, Original Class: pos

File name: 11599_7.txt, Given class: neg, Original Class: pos

File name: 611_10.txt, Given class: pos, Original Class: pos

File name: 6672_10.txt, Given class: neg, Original Class: pos

File name: 8545_9.txt, Given class: pos, Original Class: pos

File name: 8074_10.txt, Given class: pos, Original Class: pos

File name: 5234_10.txt, Given class: pos, Original Class: pos

File name: 7559_8.txt, Given class: pos, Original Class: pos

File name: 44_8.txt, Given class: pos, Original Class: pos

File name: 4674_7.txt, Given class: neg, Original Class: pos

File name: 11591_10.txt, Given class: pos, Original Class: pos

File name: 1720_10.txt, Given class: pos, Original Class: pos

File name: 7795_10.txt, Given class: neg, Original Class: pos

File name: 2484_8.txt, Given class: pos, Original Class: pos

File name: 960_8.txt, Given class: neg, Original Class: pos

File name: 10562_7.txt, Given class: pos, Original Class: pos

File name: 8304_7.txt, Given class: neg, Original Class: pos

File name: 11429_7.txt, Given class: pos, Original Class: pos

File name: 9335_8.txt, Given class: pos, Original Class: pos

File name: 10062_9.txt, Given class: neg, Original Class: pos

File name: 2404_8.txt, Given class: pos, Original Class: pos

File name: 12221_10.txt, Given class: pos, Original Class: pos

File name: 9149_8.txt, Given class: pos, Original Class: pos

File name: 4630_10.txt, Given class: pos, Original Class: pos

File name: 624_10.txt, Given class: pos, Original Class: pos

File name: 8888_9.txt, Given class: neg, Original Class: pos

File name: 4895_10.txt, Given class: pos, Original Class: pos

File name: 2223_10.txt, Given class: neg, Original Class: pos

File name: 7089_9.txt, Given class: pos, Original Class: pos

File name: 11565_7.txt, Given class: neg, Original Class: pos

File name: 6991_7.txt, Given class: pos, Original Class: pos

File name: 12149_10.txt, Given class: pos, Original Class: pos

File name: 12029_10.txt, Given class: pos, Original Class: pos

File name: 4215_7.txt, Given class: neg, Original Class: pos

File name: 4604_7.txt, Given class: pos, Original Class: pos

File name: 2074_9.txt, Given class: pos, Original Class: pos

File name: 1992_10.txt, Given class: pos, Original Class: pos

File name: 3549_8.txt, Given class: pos, Original Class: pos

File name: 9702_8.txt, Given class: pos, Original Class: pos

File name: 6204_10.txt, Given class: pos, Original Class: pos

File name: 4669_8.txt, Given class: neg, Original Class: pos

File name: 2328_9.txt, Given class: pos, Original Class: pos

File name: 1816_10.txt, Given class: pos, Original Class: pos

File name: 726_7.txt, Given class: neg, Original Class: pos

File name: 6456_9.txt, Given class: pos, Original Class: pos

File name: 4412_10.txt, Given class: pos, Original Class: pos

File name: 4116_7.txt, Given class: pos, Original Class: pos

File name: 3074_10.txt, Given class: pos, Original Class: pos

File name: 7812_9.txt, Given class: pos, Original Class: pos

File name: 11041_10.txt, Given class: pos, Original Class: pos

File name: 10568_10.txt, Given class: pos, Original Class: pos

File name: 119_9.txt, Given class: pos, Original Class: pos

File name: 1090_8.txt, Given class: pos, Original Class: pos

File name: 12311_10.txt, Given class: pos, Original Class: pos

File name: 6866_9.txt, Given class: neg, Original Class: pos

File name: 39_9.txt, Given class: pos, Original Class: pos

File name: 1832_7.txt, Given class: pos, Original Class: pos

File name: 11145_8.txt, Given class: pos, Original Class: pos

File name: 3593_10.txt, Given class: pos, Original Class: pos

File name: 9979_8.txt, Given class: pos, Original Class: pos

File name: 10940_10.txt, Given class: neg, Original Class: pos

File name: 5884_9.txt, Given class: pos, Original Class: pos

File name: 10285_9.txt, Given class: pos, Original Class: pos

File name: 2039_10.txt, Given class: pos, Original Class: pos

File name: 3863_10.txt, Given class: pos, Original Class: pos

File name: 3653_10.txt, Given class: pos, Original Class: pos

File name: 4212_7.txt, Given class: pos, Original Class: pos

File name: 539_7.txt, Given class: pos, Original Class: pos

File name: 8677_8.txt, Given class: pos, Original Class: pos

File name: 6872_8.txt, Given class: pos, Original Class: pos

File name: 7580_10.txt, Given class: pos, Original Class: pos

File name: 9794_10.txt, Given class: pos, Original Class: pos

File name: 1198_10.txt, Given class: pos, Original Class: pos

File name: 3801_7.txt, Given class: pos, Original Class: pos

File name: 1058_10.txt, Given class: pos, Original Class: pos

File name: 11859_8.txt, Given class: neg, Original Class: pos

File name: 5685_9.txt, Given class: neg, Original Class: pos

File name: 2905_7.txt, Given class: pos, Original Class: pos

File name: 7051_7.txt, Given class: neg, Original Class: pos

File name: 5830_10.txt, Given class: pos, Original Class: pos

File name: 2220_9.txt, Given class: pos, Original Class: pos

File name: 5669_10.txt, Given class: pos, Original Class: pos

File name: 5306_10.txt, Given class: pos, Original Class: pos

File name: 7352_7.txt, Given class: neg, Original Class: pos

File name: 2695_9.txt, Given class: pos, Original Class: pos

File name: 5147_7.txt, Given class: neg, Original Class: pos

File name: 11112_9.txt, Given class: neg, Original Class: pos

File name: 6849_8.txt, Given class: neg, Original Class: pos

File name: 2270_8.txt, Given class: pos, Original Class: pos

File name: 4012_10.txt, Given class: pos, Original Class: pos

File name: 1901_10.txt, Given class: neg, Original Class: pos

File name: 10456_10.txt, Given class: neg, Original Class: pos

File name: 598_9.txt, Given class: pos, Original Class: pos

File name: 8210_10.txt, Given class: pos, Original Class: pos

File name: 284_10.txt, Given class: pos, Original Class: pos

File name: 6554_8.txt, Given class: neg, Original Class: pos

File name: 1550_7.txt, Given class: pos, Original Class: pos

File name: 4830_7.txt, Given class: pos, Original Class: pos

File name: 469_8.txt, Given class: neg, Original Class: pos

File name: 5154_10.txt, Given class: pos, Original Class: pos

File name: 1835_8.txt, Given class: pos, Original Class: pos

File name: 8386_10.txt, Given class: neg, Original Class: pos

File name: 7090_10.txt, Given class: pos, Original Class: pos

File name: 10046_10.txt, Given class: pos, Original Class: pos

File name: 4998_10.txt, Given class: pos, Original Class: pos

File name: 11640_10.txt, Given class: pos, Original Class: pos

File name: 9590_10.txt, Given class: neg, Original Class: pos

File name: 7826_9.txt, Given class: neg, Original Class: pos

File name: 3365_8.txt, Given class: pos, Original Class: pos

File name: 939_8.txt, Given class: pos, Original Class: pos

File name: 8932_9.txt, Given class: pos, Original Class: pos

File name: 10183_9.txt, Given class: pos, Original Class: pos

File name: 5938_10.txt, Given class: pos, Original Class: pos

File name: 5228_9.txt, Given class: pos, Original Class: pos

File name: 2268_10.txt, Given class: pos, Original Class: pos

File name: 10276_8.txt, Given class: neg, Original Class: pos

File name: 34_8.txt, Given class: pos, Original Class: pos

File name: 11303_8.txt, Given class: pos, Original Class: pos

File name: 8402_7.txt, Given class: pos, Original Class: pos

File name: 1787_7.txt, Given class: pos, Original Class: pos

File name: 1077_10.txt, Given class: pos, Original Class: pos

File name: 7417_7.txt, Given class: neg, Original Class: pos

File name: 9354_9.txt, Given class: pos, Original Class: pos

File name: 7818_8.txt, Given class: pos, Original Class: pos

